fs_id	qid	geni_id
9WRW-M2T		
9Q79-325		
9HF9-YQD		
GJSM-K9B		
GY35-NVT		
KZJ8-2XX		
GY35-66R		
G5FQ-X92		
27HV-VKQ		
KNH8-Z6Z		
LH2X-P4H		
GLHN-CRQ		
9HFS-MKD		
LWJ1-BJ9		
MYT4-KCX		
P4TQ-914		
KN8H-MQK		
LD7S-2KL		
PMY4-9BM		
L7TG-C8J		
GB83-2YD		
L4QN-8XZ		
LZV7-XZB		
9QGS-T78		
KV29-4B9		
G1M6-59S		
G235-9R8		
KZJW-L6Y		
LCFX-ZZ3		
L17Q-WV2		
K23N-6Z1		
PMXJ-C5W		
GY35-3T7		
G797-5Y5		
9HF9-Y2Y		
PMM1-C99		
GCGQ-NTC		
MBTV-W1L		
LTZX-4SK		
GGBG-2PN		
9HFS-MZ6		
LHK8-933		
G1T3-25Y		
KH8H-4HX		
9WL6-WT7		
G5KM-SV3		
GYPJ-9NG		
LBB7-55K		
K8P8-455		
24RD-SK1		
GNHW-J56		
94CC-74R		
LW37-KS9		
P9NS-7WN		
L6XY-Q2C		
M42C-JXH		
GX4J-69Q		
LHLY-MQ9		
PCRH-69J		
KVGN-F5N		
LWXM-LFP		
9WL6-HWV		
GPJX-38T		
GRWX-SSV		
93B2-YVV		
KGF4-5T5		
LRDJ-DL8		
KN6B-75Z		
LZLK-72Q		
KZWH-YPK		
MW9W-W3Q		
G551-3SJ		
P9CZ-JZG		
GGBG-KPC		
KD96-8YH		
MHDF-BGG		
9ZZC-J3P		
G655-9KK		
K852-788		
GR57-YTQ		
G1F2-5XT		
LVTG-PFW		
M544-5MH		
P4T3-XZP		
G5JB-9QF		
MDTK-JSZ		
GT4J-QZP		
L6BB-C1T		
G5J1-Z6C		
LCTF-9F8		
P7F3-3RY		
PHMB-WY3		
KLFW-PWS		
P97W-LXQ		
KP4G-422		
GFCS-RLW		
PFM3-B3F		
9KMF-Y6J		
G4PN-LDS		
KVGN-F1V		
KYPQ-BVJ		
9HF9-1KD		
9KMF-Y6X		
PCR3-B8T		
2WN2-961		
LH7K-22Q		
KCKJ-MQ9		
KNBB-YV8		
LC7W-2WM		
27N2-JR4		
PQQ4-Y9Q		
G2SL-CKK		
LWK6-TD1		
LXMB-DZ3		
K4JB-6GT		
K26L-GX8		
MTD4-77D		
LC3B-2H3		
GBWZ-XXM		
M63R-4MW		
PMY1-BRY		
L61M-5YY		
GBYQ-22Z		
MHRZ-TR4		
GNHH-N93		
9HFS-52G		
L4T2-952		
GWZN-DRX		
MZ44-JNB		
LZY4-QPW		
L5PR-FJZ		
GRHM-HM7		
K2Q5-ZCH		
G9GL-KPQ		
GPY5-GZN		
KHGY-RPB		
GPJH-BLH		
G6DT-GNX		
LK3H-2R2		
GTHZ-V29		
L6MJ-PHZ		
GYQ3-S61		
9HF3-7DF		
LVNW-C2H		
LK54-K5S		
L72Z-W3Q		
GNCY-F3N		
LZLK-H23		
KKR9-VX3		
21RP-KHY		
G6SK-YJ3		
GSW5-63J		
93ZV-VZ1		
LB4Q-4TB		
GBQJ-2V8		
GVBG-ZLH		
G3YB-C3F		
LZLL-8RB		
PCR4-5H1		
G1MS-GCG		
GGBY-SWC		
KHQD-9HP		
LDWF-Y5F		
L4WJ-3ZQ		
P4R4-WWL		
P9N9-2QM		
PS9D-SDC		
PX71-DB1		
GP4H-Q3S		
9KM9-3ML		
LWJ1-BF5		
K4JL-LN8		
GTHP-W6W		
LY4P-5QG		
KPHS-HQX		
9HF9-1GS		
GNCQ-13V		
G42T-RM4		
KNSS-R8Q		
9NCQ-HTW		
GWZN-X66		
PQ9Q-5ZB		
GK8C-2V7		
P9CG-77B		
KHKK-5YM		
L7FS-2SR		
9HFS-RGN		
LWZ8-F4S		
9HF3-799		
KC8Z-ZLS		
L7FC-2PY		
P45Z-6CM		
LWHW-8H3		
G9WF-3VK		
GTYG-KJF		
9HF9-YY1		
P9DF-ZVH		
PM91-JPW		
9HF9-Y8F		
LH5N-2HM		
9HFS-MM6		
LWJ1-BXJ		
M2L8-ZBG		
K4NJ-FVG		
GB4G-Z6X		
9HF9-YQZ		
GW16-NVD		
PCRH-CGJ		
PXBM-9L6		
KLL4-XRT		
P9DX-HLF		
K2M5-WR2		
GBZ1-3J9		
GTHW-39L		
9NCQ-HVP		
LVZC-1P2		
LB2Y-55G		
MTG3-V19		
MZS7-MGM		
GYQF-V6K		
2MGN-5WM		
P6BZ-45N		
LC3B-2LQ		
LCVM-7BN		
G4ZS-6M6		
G77V-KFV		
9HFS-1BS		
27NL-C4X		
9HF3-7MT		
9HG8-SSN		
MZJ5-7L4		
G954-YLQ		
LRCZ-7PX		
G24G-TC7		
GHZK-8L2		
9HFS-K4Z		
KN8G-2KH		
L8PD-L7J		
P3PT-DPH		
MBFF-1SV		
L4T2-C17		
MDT6-48F		
L4T2-C16		
KJZH-7SD		
KLYZ-FQM		
KH64-S4R		
MCPD-CT5		
PSK7-F2S		
KZVX-K9N		
MM7L-TWH		
KVJV-H11		
G8SH-2ZS		
L8WY-3P7		
KC8Z-7B2		
L87Y-7L6		
GYR4-CTW		
K2MF-MLB		
LRGY-DW7		
PCRH-N8Q		
MRZM-PGF		
GW8D-2N7		
KC7K-XYM		
GHZK-412		
K89L-2C9		
P94T-3BG		
K19Z-K5L		
K1T6-53F		
P4L9-ZFN		
LZB9-22T		
LDR1-RY6		
LRD3-MXZ		
2NCW-CCB		
G3WH-GM7		
GVBC-MGB		
GBTX-MK8		
LDP7-377		
G1LK-91J		
LZJ2-CZN		
G6VV-MFG		
P4JH-J54		
LZXM-NPY		
L84V-GBB		
9HF9-TVD		
M821-QMH		
PMM1-489		
PSH7-MVC		
GVZJ-252		
9NCQ-HKQ		
G6Q7-R8T		
M6K4-18Y		
KZX1-4JF		
LC3B-JHM		
9HFS-G8M		
9QG3-2YB		
LRC1-43Z		
GPVM-YWN		
K4PK-FDS		
G6QW-SL8		
LDSS-K97		
KNS3-RRQ		
9HF9-1JN		
9HF9-BKW		
GJSS-351		
LZRK-9GT		
9KMF-Y6D		
MFJG-BD5		
GKKS-5YK		
G635-HMR		
9HFS-2NN		
GZ89-J7V		
LYGX-R4W		
P3ZN-PND		
GNCT-9VS		
KPH9-T49		
L4LT-7LS	Q141314046	6000000003378670599
GZBN-HWJ		
GG2Z-NZW		
9KMF-Y68		
9N5Q-F1W		
9NCQ-C3V		
LRZT-7H3		
LC33-6VG		
GNH7-B4M		
9492-MDG		
LHDV-CM5		
L2HR-GFW		
9HF9-TPX		
PMPY-J51		
GLNY-6JR		
9Q79-3LQ		
M4WS-XJ2		
LKGX-J44		
9HF9-YKX		
PZBZ-PK3		
GY3R-G8V		
KCSH-F4B		
L4Q1-ZK9		
LZLK-WQH		
M42C-J6W		
9HFS-QYT		
K2BN-TVS		
KZWF-89T		
LD3S-FWF		
G66J-LZZ		
LZRK-9VB		
G4RR-V3J		
G4LS-F7B		
9HF9-YM6		
LCQC-Y6C		
LKGF-24K		
GPJC-M6G		
GRWX-5P3		
L6L2-6RM		
9NCQ-HBQ		
LZ67-N1L		
KK1K-RYQ		
LZ1M-FH7		
9KD5-FDR		
2TBH-YJT		
LHHS-TY8		
GHMQ-NH2		
G77V-GPJ		
PCR4-JQD		
LRC1-QTS		
LTGG-S83		
LXSW-H3D		
GBWZ-MVC		
K27P-1ZV		
9HF9-1GH		
9HF3-M1G		
9HFS-GT2		
GTZX-LS3		
GSDH-618		
9HF9-Y5H		
G9R6-414		
LYGX-RQ4		
LCFH-47P		
MBF6-9N4		
GG32-4NR		
MDT6-4CP		
LC62-JGR		
LZFG-77T		
9CD8-JRM		
GDBR-T18		
PMXJ-Q5B		
KZFG-3D6		
MNT3-8V3		
G6VB-6DH		
G315-FC3		
9CQZ-ZYJ		
G95M-HQY		
GDZ5-1QM		
LZY4-QLF		
LCMS-1PH		
PQQH-SXT		
PZ19-G2H		
LWXM-G7V		
KLLL-1T7		
LYC5-RF9		
9NCQ-HTQ		
G2SL-9YQ		
LZPP-Q78		
PCR4-8K1		
GGJP-Q49		
PCCN-HRW		
G5S5-HFV		
MMR8-VJJ		
GRRL-JMD		
MXML-9GG		
G4Z8-D9L		
G1FP-C3Z		
LV6H-DGZ		
9Q79-32X		
GP66-ZVS		
GPB6-1VR		
MQJ9-ZW9		
29HC-9R6		
PWJG-L6G		
KN8W-G9V		
LCT9-CFP		
9NCQ-HVL		
K8DG-27B		
MXCN-5SH		
L2D3-WKK		
G2SL-QL4		
PMSD-NRT		
KVGN-FHY		
LZ37-YH3		
LFLB-QFD		
L82W-TJY		
KC1J-6ND		
P39P-1ZG		
GSVR-494		
KLG8-SRW		
9HF9-Y2Z		
LYVS-TTS		
KVL6-GYX		
PXWN-RWM		
PX7B-K1V		
G1MS-KJY		
GTZG-RPQ		
MR37-5TK		
GN7V-HDS		
LRC1-WN3		
LH5D-KJJ		
PCCY-VC8		
PMD8-7SD		
MCPD-CTB		
GYQW-V1X		
PSKQ-J6F		
KLGQ-71W		
9ZHV-G82		
LT4G-1WT		
G3MX-SSV		
LZJ7-31W		
PX71-KHY		
KNDM-38T		
GTHZ-2C1		
9ZHV-G8J		
G1FP-Q4K		
LHHS-HHF		
L4Q1-8J9		
LYF6-W43		
G4D5-ZWP		
971G-2GK		
MM97-CLJ		
9HF9-YNB		
P458-NPW		
PH95-NNQ		
MNSP-9SM		
9HFS-K23		
KVL6-L5J		
M2DP-CXC		
GYQ9-41S		
L8MV-LDS		
GJLC-W1Q		
GTHG-1ZT		
KNF9-SPG		
9WRN-XH8		
GG75-NZM		
LZSQ-7HZ		
9CCN-2TS		
9HF9-BBR		
LYS3-W5Y		
9358-38D		
M4F7-BDM		
GX5G-1PC		
LDCM-24D		
LZXF-Y4P		
93KT-6BF		
G652-2VS		
P458-7PT		
GFCS-TWK		
9HFS-BNQ		
M42C-JDN		
L8B3-SWG		
GFCS-J36		
GKKS-5YJ		
LFLW-86W		
KZ33-XW6		
P78M-T7M		
9HF9-YZJ		
LHT9-15H		
GFHV-ZK6		
LRYB-G7J		
G91B-TDX		
LTR1-6HG		
PFJM-8SB		
L7FS-2QK		
KN1Q-B7W		
9H4B-DSG		
9W3C-M5X		
GYQX-VKN		
9HF9-BMB		
9HF9-YJF		
KHK7-RQ9		
P4DS-4V1		
9HF3-QVR		
MDTV-NBK		
GY35-RWL		
GKWG-KQ5		
LHFC-9PV		
K2BN-TXG		
9HFS-VDD		
KGMK-Z1Z		
G5QV-Z92		
MD8W-JLG		
KLL4-XYZ		
PXWJ-MG6		
LR1G-F25		
G86H-75X		
9HFS-2LY		
PZB8-MK5		
GY85-DPC		
LDCM-KT3		
9HFS-V37		
KK12-2N1		
KND1-MKL		
GFNN-CD1		
KJC1-H72		
MJXJ-FZB		
G95Q-MDT		
MBDF-S1V		
GRWR-Z8Q		
GKKS-HR2		
PHTN-RJK		
MTLS-92D		
GZ74-PVH		
L8Y1-Z1K		
94ZL-VMX		
GH52-8C4		
MBS8-PS9		
LY4P-Y6Z		
9HF9-1VX		
LCQN-7W4		
MNR5-N68		
G5JY-6WG		
M63R-49J		
G1M9-BGJ		
MMF4-Z4F		
PMM1-7WP		
9KD5-FDY		
GP3F-H1H		
PM8V-RYC		
KV26-9DN		
KF21-W7C		
GY3G-C43		
9NCQ-HBW		
LH1R-YGR		
9NCQ-HB3		
LHJC-NWB		
2S22-RDM		
9HFS-GT5		
LWXM-DPX		
GGZ4-T7Q		
L5LC-ML4		
LHQX-HWK		
P316-J8F		
2NHB-Q2X		
LHPZ-F11		
9S4C-W37		
PS3G-HHM		
GTHP-Q8R		
LVXL-1J7		
9WL6-WPP		
LWJ1-B8F		
GHJN-Y2M		
LVVX-CLQ		
GB4G-8ZR		
9HF9-BJH		
GTHH-3L5		
K27P-185		
GBC8-1HY		
GT1D-1LM		
LZ4Z-1DP		
L7G4-ZQ1		
9HFS-XS3		
GPFL-RGT		
MSYR-766		
9NCQ-H3L		
PMMB-TKW		
LZ6R-F4Y		
PCCY-54J		
GX8X-SPQ		
9WL6-WRM		
LRD3-9CM		
GPJX-PDT		
G6SK-JGP		
P94R-NQK		
LZNS-S49		
L25F-9GN		
G1FD-Z63		
GNSZ-D35		
GRWX-NN1		
L17Q-DSR		
GJ71-WBC		
9HF9-TXR		
GZ7H-QXV		
GYQF-9KN		
GPYY-5PP		
P9RP-GZ8		
GWZN-ZSR		
LDTM-9HG		
GRJF-9K6		
LC24-YN2		
9KGT-C3M		
GWBB-2ZQ		
P78M-XJ6		
GWDP-YVK		
GTHZ-GN7		
GC57-DQJ		
9HFS-MZQ		
L8B4-L3N		
GYQ3-4P5		
LY4P-5GS		
LCWL-SSX		
LC5N-4F8		
9F38-6PC		
GYQW-NSK		
LZP4-RRD		
LDCM-2HC		
G8ZT-69X		
GBWD-S61		
G23P-5GS		
M63R-43C		
9HF9-1F8		
GY7M-7VT		
9Q79-3VG		
KLZT-1YR		
9HFS-MY2		
P974-G58		
PH8P-R53		
K2SF-NS3		
GVP7-SZ4		
K2M5-F25		
KVGN-F5Q		
PXJ5-6G4		
L7FS-2L9		
K2M5-W51		
KZPQ-GH4		
L8WY-38G		
PCRS-BQX		
LRL9-SCQ		
K2SK-MWG		
LH8K-ZMZ		
LT71-R1T		
GKVD-58S		
GP1J-89Q		
K2SF-NSN		
KHH4-9M7		
P3G7-4KN		
PWPK-8S1		
9HFS-MW5		
G6S2-9BB		
KNHZ-K71		
LYWN-6CH		
KF21-WQX		
P3PT-GKD		
9MVP-251		
GBCD-49V		
P7F3-T4S		
LV75-GZK		
KVGN-F5B		
KN17-31W		
KN8G-2VG		
GYQP-ZVN		
P49W-ZD6		
KC25-VJK		
LJT9-QXM		
GWB7-95D		
P78M-9X7		
GPCM-8Y3		
GWLT-126		
GVBG-4FJ		
4R62-DRJ		
9HFS-LS6		
9HF9-1K4		
GSH3-ZTH		
KZVS-3BD		
LHKZ-6JQ		
PFJ9-DRM		
P945-P5B		
9HF3-7CZ		
LWXM-KQQ		
G79W-7C2		
GPBT-8FP		
GMMK-TVM		
93LH-77G		
L4ML-BG4		
9KMF-Y6Z		
9Q79-3KJ		
K2F1-699		
K8G8-F75		
GYWF-Q7M		
GY35-26Y		
KV26-98F		
GFHV-MR1		
GW4Y-SMF		
9NCQ-C3B		
LHCF-8RG		
G4LS-PZ1		
GBFJ-VGG		
GHMQ-KM1		
LXM8-9P7		
9WL6-WYV		
PSLV-1JN		
9HF9-BMT		
GLJH-RNP		
L8WY-34P		
GK1Z-T3T		
KCGT-3W7		
GQVP-ZDH		
PQ2T-N6Q		
G8N7-SBF		
MBS3-R65		
GTZG-W1C		
LDPY-SHH		
LQ5N-X23		
9HFS-MRB		
LHFK-1ZF		
G3CP-H9Y		
9HF9-YL7		
GT4G-P9D		
GBCD-DF3		
LDZ1-GZV		
KJ8X-NYT		
KNXW-MMB		
LH5P-DNL		
96DD-VY5		
KND1-SVY		
MZZZ-YSD		
LHK8-MNJ		
MBFF-1S8		
KZKD-M7N		
9HF9-1VV		
GPJZ-3YV		
LH8Y-ZTS		
LW3W-SWT		
9HF3-MC2		
M6G8-F7S		
GNHW-RLT		
L66D-MPM		
GLKG-Q4M		
GK5R-RJM		
GY3L-PT8		
P4X9-H31		
9HFS-GD3		
9HFS-LMW		
MTD7-77J		
L4GT-1GR		
GX97-ZPL		
GWRZ-YDM		
GG8T-JJG		
9HFS-R93		
LXQF-QYW		
MJDS-SVC		
LDM7-SSP		
KCDK-M9L		
LHF9-NZW		
MTYQ-PQ1		
LHGT-M51		
GMYG-GXP		
9HF9-YG2		
9KBB-T5K		
KDMX-7RZ		
GPJH-XDN		
MVSK-7JK		
GJJS-S7M		
KCL9-V56		
9HF9-B9B		
P78M-LW5		
GYQS-XCQ		
KP7J-Y6N		
GYQ7-RLV		
K2N7-Y3H		
GB58-N7H		
LZY4-QLD		
L1M8-843		
M24X-BSM		
9HFS-5NH		
M6N5-MC6		
27WC-F7X		
G5VB-CFS		
M24X-BSJ		
P7WB-KBB		
P9DF-WPG		
KHMR-XPC		
L5YZ-FBS		
G4Z8-Z6J		
G88B-27D		
PX7B-VCQ		
LCFM-M9C		
9HF9-B3B		
PMW4-XPW		
GN6V-P4F		
P4RW-DW8		
LKLY-CGM		
KZC6-B2W		
PQM7-8D6		
G65K-1SB		
GQVS-84M		
G3QW-QJD		
KL6D-2XT		
K2Q5-ZZ6		
LZY4-QVN		
GG8T-XPV		
LZJQ-YV1		
LDT7-NHB		
MQ72-VKD		
LRTN-3S4		
L6MJ-PSD	Q141216350	6000000004870648136
KHRS-7D7		
GTHH-C7D		
GWYL-23W		
LDMK-KWJ		
KNCL-N6Y		
9KGT-CSY		
G5S5-Z7C		
LY4P-TT4		
M2SY-XBL		
KN17-STQ		
278Y-771		
PHTN-L4C		
LCV3-V1P		
GTD4-6QC		
GVL9-LVW		
GTST-KD7		
L4BV-6W9		
K19Z-KPH		
G1NF-S93		
LWXM-29Z		
9W7H-GJV		
9HF9-1VL		
MRC5-88N		
KK12-2VW		
G5JB-SQK		
KLGQ-7BK		
GPBX-QNS		
GYQ4-WYN		
932Q-N18		
GC62-R4G		
G799-N7L		
P647-GR3		
LC8B-SXB		
P9HJ-7KM		
KL1H-MG2		
L4T2-ZM1		
KNX6-D2B		
LH8K-CRL		
LRC1-4SN		
2WR7-ZM7		
L7FV-YH8		
LZF5-D78		
GY3L-BQ3		
LYGX-1XH		
PWJG-T1P		
GPFL-1MM		
KNSQ-DPP		
GBCX-MWN		
L6K4-L5D		
P945-PRP		
L6Y7-R5V		
KVGN-HYC		
LWGR-5J6		
GTHT-YFF		
LHL5-6C3		
PF6H-6QT		
MCYY-7J2		
PCHD-Y4H		
MC5P-ZMY		
P9DD-MF7		
KH8M-BSK		
9HF3-QD6		
G5FR-HB1		
G6S2-46S		
9HF3-QD8		
MDTL-LZX		
LDMG-88Q		
P31J-7H4		
PX71-ZWZ		
K2SF-N4Q		
9HFS-TBB		
GG8R-B51		
MR8L-LFZ		
LZ6H-WC7		
LYX1-NVC		
GTSS-8C7		
GTHP-2JN		
GWZN-ZLG		
GNSQ-7QM		
PSJP-GHP		
9HF9-Y8K		
L4Q1-85K		
P7W1-4BG		
9H4B-D3Q		
K4X4-4B3		
PWVP-9JN		
LZ64-T3R		
LXQV-VY6		
GNZS-GFQ		
KNV7-64Q		
LRQM-PTJ		
M7KK-KRB		
9HFS-TPL		
P98H-CDT		
KPH9-R19		
KZCR-M22		
G681-96R		
KH2X-Z4Y		
MK85-BKJ		
GFCS-BB7		
GTHP-8T6		
GJJS-G4C		
MTYQ-Y8Y		
G66J-6NN		
LH83-P6N		
9HF9-TRV		
LDP7-3S1		
G8JB-23R		
GBX9-DGQ		
MZC8-253		
P381-SXY		
MK62-6MB		
GPNZ-T44		
M131-ZHG		
GF99-N6S		
LH7Z-B8K		
9HFS-MPY		
9ZHV-1YC		
GPJC-3LQ		
LD91-KS2		
24RD-S29		
GTZ2-3Y8		
LCGS-W3N		
KP7J-TNX		
GMSJ-LJF		
LTM7-WDH		
GVGZ-P6L		
GTHP-KXD		
GQ79-1KS		
PHCK-Y3J		
KDSC-VQC		
G56S-J5T		
LZY4-Q29		
M42S-NG5		
KVGN-FW6		
9NCQ-HCB		
GYQ4-755		
LZRP-N2R		
G4XB-QK7		
G39S-4B7		
GTHP-DZ5		
L4MM-8TX		
KVGN-F7J		
GWZN-DCV		
G9SV-QPZ		
G1X5-FKP		
KCJ9-LM9		
MV5N-PMW		
G11W-PV1		
KNWB-YRQ		
G5CM-9M9		
LTGG-4TD		
9VCG-VM8		
PXM3-YV3		
27NL-H2H		
M4J4-3KG		
LKS4-V8S		
PS98-ZJP		
KHSG-Z4H		
PXTT-QLC		
GVL9-55K		
LC33-6BW		
9NCQ-C32		
L2QC-B9H		
GY35-T7M		
G7ZB-ZP8		
2Z3X-K8J		
PQM4-H4B		
9HFS-15T		
LH81-LV5		
9HF9-TFJ		
LC81-BH7		
GPCM-MYQ		
MZMP-8XG		
PSJP-CTD		
GVGZ-VGP		
GY31-VFT		
GNH7-MR5		
GY35-B55		
GFCS-5SS		
LZYS-FM1		
9M38-CDW		
2WMC-RSL		
GZP7-1W7		
G667-WN8		
9HFS-BG1		
9C4Z-RFW		
M99X-GQN		
PX71-RS6		
GDMY-J18		
GGL8-W13		
9SR5-DWJ		
9WR3-KHS		
GNHM-1M3		
P7F3-KMM		
PCR4-JLZ		
GB2F-P65		
9HF3-7SH		
G23P-NS8		
9HF9-1KS		
9HFS-PZ5		
KF11-PNG		
G1M4-XQL		
MMFN-5C4		
G4RR-2T2		
LBNC-GSG		
MX3Q-6DP		
2Z98-RKT		
LZY4-QGB		
L48S-V6R		
GJZS-8S3		
GY1M-1DB		
MDTL-LH5		
PSH9-TDY		
GT74-DTT		
MSB2-TVX		
GTKB-7BN		
LT8P-5D9		
MDTL-L6Z		
KHBV-H8K		
K8X7-39T		
9SM5-9HT		
LCXX-BZS		
LWJ1-BDN		
LZ6H-W7X		
9HFS-99Q		
9KM9-3M6		
M2JL-S4F		
G9PK-STT		
G5CM-963		
9H4B-DS1		
GY3R-SZY		
G5J1-D6N		
G6JT-NW1		
KCGZ-B1Q		
LB4D-GTD		
GFCS-BYL		
LV91-B9J		
9HFS-5R3		
GBWC-LDN		
L7GB-1N7		
L8B4-L4M		
GG7H-XKY		
9KGT-C9Q		
LT4M-V28		
PCKL-TS3		
KLM6-HYT		
LCX4-8B4		
9HF9-1VW		
GJSS-S7P		
M64Y-4RG		
L4LT-Q2H		
9HH5-Y59		
KP3K-RM1		
PM5G-X8V		
G5KN-MLJ		
9HY3-RBQ		
9HF3-QZZ		
L6JH-G1V		
GJ78-W6H		
KF21-L2F		
LVZZ-9HN		
GY31-V99	Q141314173	2559121
MX3Q-6XQ		
P428-SZL		
LZXF-1Q6		
GY3R-91S		
PSH9-PQJ		
KZXT-W14		
L2WT-JGQ		
9HF9-YH4		
LT4M-YVM		
PZBZ-VRJ		
KH3Y-KDC		
G7NJ-FCN		
PSK7-NNB		
9HF3-MTT		
KVJV-C35		
GL27-7S2		
G4RS-Y8D		
GNHW-88R		
KV26-969		
LD7S-K1K		
9HF9-YYH		
LH3P-HPD		
GBQN-2DF		
GPCM-4XT		
LHN7-GG4		
LK3D-2FK		
MCPK-NR6		
LFL7-NVL		
GKZK-17W		
LDT7-JQV		
KC1J-CJ8		
GP46-7GL		
218G-SRP		
K2TX-G82		
KL1Z-YS2		
MM97-CGH		
GLZS-9QB		
MXDF-M4S		
LZP4-R2S		
G71D-Y3G		
L4TB-Y4H		
GFNN-KN4		
27WC-FS7		
MVGG-X64		
MP2X-YVC		
LCXL-7GJ		
L7YV-6DG		
L6F8-PQN		
G56S-9PM		
PQ97-9YW		
GY35-5WB		
L8TV-BZP		
LZLK-W8Y		
9HF9-Y2J		
G27K-KY2		
9HF9-Y2F		
G91B-FRZ		
MZJ5-7KK		
MHSM-TGQ		
GYQS-GVL		
278Y-7WG		
9HWJ-GP1		
MLSD-6FD		
LJ2N-LV6	Q141205937	6000000008686109792
GTJH-PJQ		
PSN4-WRJ		
PZ1S-742		
KGYC-XYX		
G46L-1W8		
MFCH-MSZ		
G24P-77R		
GYQ1-8B3		
9HF3-7M5		
K8ZD-3CP		
LZ37-B9L		
GSH9-M5Q		
M84B-DV9		
GTKB-JFN		
L2T5-X87		
LCQN-SJ9		
LC6G-J5Q		
LR3M-F8L		
L7FW-WX4		
LZXF-YZ9		
M72J-3QQ		
LWMF-9T3		
LYK3-X4Z		
GNCT-WFJ		
278Y-QYJ		
LKS3-8D4		
MXCZ-ZJQ		
GTHP-CGS		
LBVH-B7K		
P9WR-GQ1		
P4TQ-9DM		
PMSV-1JN		
9ZC9-Z2H		
PCCN-P6J		
GP6D-KBG		
GTHH-NHZ		
PFJ9-4H7		
KZJD-LWB		
MN6B-7VN		
G1RV-Q97		
GK5F-6Y9		
P3RX-8C7		
MBTV-HZG		
K2SK-MCQ		
LKT4-B64		
G5VB-99P		
99YS-PL5		
MDTK-7N9		
GF9F-7KK		
LHXB-NBD		
MTDK-L36		
9HF9-TVF		
KCRD-C77		
GDJD-5GQ		
9WLB-N7J		
MFHW-187		
GG8T-WMX		
GLMR-VX3		
LR6Z-353		
G5JB-C5K		
PH28-QGV		
94TV-KG1		
GPV9-7NF		
9NCQ-CS3		
LHKH-2YR		
P4R4-Y57		
GTRY-4VK		
PFCT-X5D		
GJSM-NXP		
G9LK-879		
9HF9-YYT		
ML2L-ZGM		
LHJC-ZCN		
G1TL-NL5		
KZH3-N8C		
GBKQ-YYD		
M8L3-DY4		
LWL3-9SN		
9CCX-GBZ		
L8B3-9SW		
P3HV-R1K		
MFX8-K4V		
9KMF-Y6S		
GYPS-C75		
9323-P1H		
9HFS-GGN		
L2WL-RKY		
MNQ7-8F9		
LK3H-PMG		
KVJV-4TG		
KNMF-6QP		
MCY4-ZKD		
9HFS-MS9		
LCMZ-BSQ		
9HFS-MRT		
G9JN-7GD		
KCYN-NK7		
L619-G1H		
9XYQ-VWN		
LRZT-XX6		
LCPB-4LY		
9HFS-MRJ		
LTKX-1KS		
G4RR-LR6		
GLS4-S3V		
M72F-KQ8		
2MGN-RHX		
GX3H-VFN		
9HF9-YKN		
94XY-1XD		
K2JN-6W9		
G77V-HJ1		
GJ7Y-KC1		
M3CY-973		
GBZ1-4VS		
GSGZ-3B4		
M6MF-R7N		
9QLT-N13		
LCFH-4W3		
GG32-W15		
G1MS-KKX		
PSN7-3R5		
PWQC-L62		
G569-NKL		
P458-2S3		
GGWW-1SF		
GP8K-P43		
MFVH-2LJ		
9ZZZ-5ZX		
K2SW-FTW		
9HF9-TKY		
LYLT-KNN		
G644-GSR		
K2N7-B4L		
MBXJ-T3P		
LZLK-7KK		
PZBZ-P7B		
GMMK-BGT		
LCPF-XM3		
P7Y8-116		
P94R-DQ7		
M21L-H17		
GSXT-G4R		
KP4G-SV5		
MC5P-DM8		
9KBB-T5J		
GNBK-TF9		
LHGT-6WV		
LDT7-N2R		
9HF9-BJ4		
2MGN-5KT		
MNW8-629		
GN54-8Y1		
9HWJ-G2J		
L427-Z4S		
LH2X-GCV		
GTH1-B7G		
PX7B-6CR		
GS23-YND		
273M-M6Z		
934L-HJL		
LRWH-MSD		
9HF3-77Z		
GW3T-1LM		
GYQ7-78D		
GXL7-GNQ		
9HF9-TGH		
L4QT-YZF		
PWJG-RCF		
KZ5D-TKC		
9HF9-BTY		
KNXG-H1V		
G3WC-ZPC		
GSDF-3XJ		
9HFS-P15		
PWDB-CRW		
PZPC-VTS		
PWPL-HQ3		
M551-K6L		
9HF9-TY9		
P9FN-4PT		
MTGM-VMB		
LYB3-P1V		
KN43-FCW		
LXMB-DQG		
G53B-CMV		
LK3H-PCM		
PWJG-57L		
K2MC-ZVH		
LH1R-B39		
M367-74S		
M6Q9-Q6X		
KCDP-DZN		
GYX3-ZHJ		
KLZY-M91		
G273-NHR		
G5JY-S2K		
9JBP-WHR		
L5VY-TVC		
K1TD-YWK		
PS4R-DL2		
9HG8-SSG		
GLDW-YK5		
GYQM-WQJ		
KLGQ-7RY		
P7F3-P88		
GGM7-9YS		
LK1Y-WQF		
LHD9-LL6		
M6CK-61T		
M3HT-YRW		
G9GG-TV4		
GPBT-F68		
P684-8Z1		
932M-8SF		
MFVW-2FZ		
KJDJ-RCL		
GNCQ-MDK		
K2XP-NZL		
L8B6-9TK		
GS2M-WTX		
KL1H-M5P		
LBGS-SHH		
KHMW-V7Q		
GPHH-QLW		
P97V-22Z		
PSM2-H21		
K27P-1SJ		
LZ5X-YK8		
LYRP-Z3H		
9HF9-T58		
KPHS-H7T		
KCR8-CCH		
9JBP-W41		
L4BC-2NN		
LK3H-2LB		
GVBH-QCP		
